,crh1,crh2,crh3,crh4,crh5,crh6,crh7,crh8,crh9,crh10,rf1,rf2,rf3,rf4,rf5,rf6,rf7,rf8,rf9,rf10
0,32.0,37.0,26.0,35.0,23.0,24.0,23.0,0.0,2.0,16.0,12.589998,12.67,75.675,37.535004,7.6,4.64,8.41,0.0,0.145,7.99
1,28.0,19.0,22.0,6.0,4.0,12.0,2.0,4.0,4.0,15.0,19.52,20.855,23.59,0.83000004,1.15,3.705,0.08499999,0.44,0.36,8.245
2,15.0,14.0,11.0,6.0,16.0,15.0,5.0,2.0,6.0,2.0,22.13,7.035,12.08,4.115,22.265,4.42,5.3849998,0.45,4.295,0.39
3,30.0,18.0,10.0,8.0,10.0,6.0,7.0,1.0,10.0,27.0,23.299995,9.150001,7.1949997,1.5649999,17.585,2.185,11.545,0.26999998,12.71,38.114994
4,6.0,1.0,13.0,11.0,4.0,20.0,14.0,14.0,22.0,40.0,1.9399999,0.16499999,17.904999,6.615,6.0249996,19.534998,8.880001,22.565002,54.6,147.41496
5,21.0,22.0,12.0,7.0,5.0,0.0,3.0,4.0,11.0,14.0,25.865002,18.724998,5.98,6.3899994,1.8049998,0.0,1.165,12.5,13.785,10.079999
6,8.0,17.0,24.0,29.0,4.0,7.0,1.0,4.0,11.0,12.0,1.6700001,27.764997,33.425,35.974995,0.53,3.25,0.06,0.48999998,2.8599997,2.6550002
7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8449993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,9.0,5.0,18.0,18.0,6.0,1.0,12.0,21.0,10.0,0.0,6.42,2.8149998,10.905,8.2,5.0099998,0.015,10.695,21.935,3.7349997
9,2.0,16.0,6.0,20.0,42.0,12.0,19.0,5.0,21.0,15.0,1.16,10.78,3.1949997,20.775,56.124996,4.595,12.750002,2.1699998,18.654999,11.205001
10,17.0,10.0,5.0,2.0,0.0,1.0,3.0,17.0,31.0,45.0,8.56,4.045,0.38499993,0.325,0.0,0.16,0.61,3.975,76.745,195.315
11,20.0,25.0,6.0,1.0,9.0,2.0,15.0,35.0,48.0,11.0,33.975,18.479998,2.11,0.065,2.2249997,0.585,18.04,114.71001,110.595,5.855
12,0.0,0.0,0.0,6.0,0.0,17.0,19.0,28.0,6.0,0.0,0.0,0.0,0.0,2.15,0.0,11.115,12.219999,8.100001,1.7749999,0.0
13,0.0,2.0,9.0,4.0,10.0,10.0,31.0,32.0,48.0,48.0,0.0,0.13,9.175,1.8,7.825,4.4649997,49.865005,40.339996,69.93999,145.25499
14,8.0,0.0,3.0,8.0,17.0,11.0,38.0,33.0,48.0,45.0,8.42,0.0,0.62,1.02,8.7,8.325,73.27,54.185005,66.12,143.975
15,2.0,5.0,11.0,14.0,26.0,32.0,25.0,38.0,48.0,28.0,1.31,1.655,3.85,16.605,32.394997,58.399994,33.750004,45.670006,120.50499,28.875
16,0.0,15.0,31.0,29.0,24.0,45.0,48.0,19.0,1.0,0.0,0.0,45.395,43.004997,47.454998,34.62,48.285004,130.185,35.09,0.11,0.0
17,0.0,4.0,0.0,2.0,8.0,0.0,4.0,10.0,1.0,10.0,0.0,1.285,0.0,0.51,5.98,0.0,0.6999999,4.3199997,0.12,17.849998
18,0.0,0.0,0.0,0.0,0.0,3.0,12.0,44.0,47.0,44.0,0.0,0.0,0.0,0.0,0.0,0.17999999,4.695,43.964996,169.37494,100.58502
19,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.095,0.81500006,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.074999996
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7250004,9.235
21,7.0,0.0,0.0,3.0,3.0,0.0,16.0,17.0,31.0,40.0,0.44,0.0,0.0,0.18,1.22,0.0,5.565,78.5,152.15001,31.970003
22,2.0,2.0,0.0,9.0,6.0,0.0,15.0,7.0,26.0,22.0,0.085,0.49499997,0.0,0.72499996,1.025,0.0,3.6049998,6.9749994,81.415,21.649998
23,0.0,5.0,9.0,18.0,15.0,2.0,16.0,6.0,18.0,26.0,0.0,0.67499995,14.335001,19.885,5.0200005,0.65,4.9249997,9.425,35.734997,12.815001
24,11.0,6.0,9.0,0.0,6.0,14.0,18.0,15.0,48.0,40.0,7.2000003,1.155,3.085,0.0,10.73,11.974999,17.085,9.514999,81.40502,41.710003
25,11.0,23.0,4.0,3.0,10.0,2.0,14.0,17.0,31.0,33.0,12.474998,20.28,0.29,1.325,5.475,0.59499997,3.1899998,10.964998,15.615,43.864998
26,9.0,9.0,0.0,8.0,5.0,7.0,11.0,27.0,48.0,47.0,5.005,2.7400005,0.0,3.2800002,5.6049995,2.59,2.775,44.864998,49.790005,40.704998
27,0.0,2.0,2.0,11.0,20.0,11.0,47.0,48.0,20.0,20.0,0.0,0.44,0.36499998,7.52,15.894999,1.495,37.175,53.04999,34.489994,8.875
28,48.0,42.0,43.0,25.0,29.0,28.0,43.0,48.0,39.0,27.0,27.989998,50.464996,4.91,1.6950002,33.764996,19.705,28.865002,27.965004,5.035,12.745001
29,23.0,16.0,17.0,5.0,11.0,27.0,42.0,40.0,18.0,6.0,4.045,2.1200001,2.6100001,0.48499998,2.3349998,29.95,25.255001,28.375,3.3400002,0.50999993
30,48.0,39.0,27.0,43.0,39.0,28.0,38.0,23.0,28.0,37.0,27.965004,5.035,12.745001,59.89,31.924995,14.640001,21.515001,7.044999,36.124996,10.235001
31,40.0,19.0,17.0,18.0,18.0,32.0,7.0,18.0,24.0,11.0,35.749992,11.309999,38.415,18.365,53.149994,27.914997,4.8,32.72,22.445,23.24
32,17.0,26.0,7.0,16.0,25.0,31.0,15.0,10.0,6.0,3.0,39.949997,45.069996,2.805,9.08,62.295,26.794996,10.36,5.895,8.905001,0.49
33,43.0,17.0,18.0,17.0,21.0,31.0,7.0,23.0,17.0,15.0,46.425,18.395,40.54,14.379999,47.7,31.585,2.785,19.654999,17.65,21.375002
34,25.0,37.0,13.0,21.0,20.0,41.0,27.0,23.0,7.0,2.0,13.150002,17.529999,2.205,33.024998,34.350002,19.52,62.035004,6.589999,1.0099999,0.41000003
35,15.0,17.0,1.0,13.0,9.0,18.0,14.0,12.0,24.0,25.0,6.34,15.089999,0.145,2.82,7.345,10.765,5.76,4.2549996,42.159996,10.69
36,46.0,44.0,19.0,12.0,33.0,21.0,33.0,12.0,33.0,23.0,37.94,65.77,7.33,5.9900002,9.775,4.135,21.415,1.2399999,16.534998,99.125
37,19.0,17.0,12.0,27.0,31.0,24.0,28.0,31.0,44.0,21.0,4.7249994,3.775,2.4199996,6.5249996,23.755,22.620003,55.03,17.695,25.5,10.739999
38,12.0,9.0,11.0,12.0,12.0,12.0,7.0,17.0,34.0,14.0,13.365,1.5999999,12.215,6.745,2.6299999,6.33,14.48,6.355,21.71,10.65
39,23.0,7.0,2.0,12.0,11.0,18.0,23.0,25.0,27.0,26.0,6.589999,1.0099999,0.41000003,3.7849998,1.6700001,105.479996,25.305,87.990005,13.904999,12.450001
40,34.0,10.0,23.0,16.0,35.0,28.0,12.0,22.0,21.0,37.0,21.400002,2.5,9.654999,4.6149993,16.385002,15.125,13.744998,20.560001,8.44,21.264997
41,38.0,18.0,28.0,28.0,33.0,33.0,19.0,32.0,34.0,14.0,28.089996,5.3749995,9.695001,9.099999,37.675003,68.48499,38.605003,8.285,20.9,3.81
42,18.0,15.0,30.0,15.0,16.0,24.0,43.0,40.0,42.0,16.0,6.1349993,2.3349998,36.340004,8.660001,2.57,6.7700005,31.64,13.115,48.339996,17.29
43,13.0,39.0,24.0,13.0,33.0,11.0,24.0,18.0,18.0,14.0,8.275001,62.570007,36.249996,14.380001,43.440002,12.190002,25.554996,15.490002,21.099997,10.91
44,26.0,28.0,10.0,14.0,6.0,21.0,19.0,17.0,25.0,29.0,13.2699995,11.265,1.195,4.7599998,0.74,3.4250002,7.62,19.215,20.009998,23.94
45,23.0,6.0,1.0,8.0,16.0,13.0,8.0,16.0,36.0,35.0,27.900002,7.95,0.155,8.389999,21.13,11.700002,2.055,15.535,101.19002,72.200005
46,26.0,4.0,7.0,7.0,3.0,10.0,16.0,4.0,21.0,37.0,27.189999,2.72,1.625,2.355,0.48,3.455,6.0200005,0.76,12.199999,39.37
47,18.0,8.0,12.0,10.0,16.0,24.0,17.0,30.0,41.0,39.0,6.515,0.87,2.1949997,1.32,3.245,16.255001,5.085,24.630001,51.515,20.710001
48,10.0,10.0,19.0,13.0,24.0,17.0,23.0,39.0,17.0,8.0,3.4899998,3.9249997,14.704998,9.464999,46.190002,22.089998,16.400002,31.349998,6.669999,0.755
49,10.0,2.0,5.0,1.0,14.0,13.0,1.0,11.0,24.0,19.0,1.8149998,0.33499998,1.015,0.375,14.384998,17.485,0.14,1.8549998,10.355,14.504997
50,35.0,31.0,11.0,9.0,40.0,24.0,8.0,19.0,27.0,26.0,26.519997,16.035,2.49,2.6499999,46.469997,73.744995,1.6000001,13.83,108.64,16.849997
51,5.0,0.0,22.0,14.0,0.0,1.0,3.0,22.0,11.0,16.0,0.70000005,0.0,17.054998,16.244999,0.0,0.14999999,0.35,31.46,12.084998,23.435
52,9.0,23.0,9.0,7.0,6.0,18.0,33.0,17.0,0.0,1.0,3.4099998,16.875002,2.06,4.99,0.98,26.665,23.085,10.870001,0.0,0.099999994
53,36.0,18.0,21.0,20.0,32.0,10.0,20.0,23.0,6.0,38.0,24.744995,2.9049997,10.69,20.609999,12.530001,3.6750002,4.085,13.33,0.61,31.939999
54,8.0,14.0,7.0,21.0,11.0,21.0,14.0,21.0,31.0,46.0,3.88,8.64,17.375,22.34,8.59,12.619999,24.755001,31.98,19.37,86.50501
55,7.0,7.0,8.0,22.0,20.0,24.0,31.0,20.0,39.0,47.0,0.44500002,4.325,7.2349997,15.695,6.3100004,7.54,21.369997,12.934999,29.095001,136.52498
56,9.0,4.0,19.0,23.0,15.0,12.0,18.0,11.0,29.0,45.0,3.6599998,2.32,6.1899996,11.034999,15.7649975,13.014999,12.880001,19.055,19.015,88.88499
57,21.0,20.0,32.0,10.0,20.0,23.0,6.0,38.0,48.0,45.0,10.69,20.609999,12.530001,3.6750002,4.085,13.33,0.61,31.939999,160.38501,32.725
58,1.0,11.0,16.0,10.0,9.0,23.0,11.0,28.0,46.0,32.0,0.06,8.565001,6.2199993,5.155,2.115,14.894999,14.5,16.91,134.71,8.499998
59,8.0,26.0,28.0,20.0,17.0,14.0,2.0,13.0,44.0,43.0,2.38,38.345,10.57,14.254997,17.685,4.6549997,5.1,12.304999,93.55501,79.695
60,5.0,37.0,26.0,16.0,14.0,12.0,17.0,30.0,32.0,44.0,0.73499995,70.83499,15.155001,15.365,5.24,2.205,25.134998,24.845001,44.35,57.445004
61,1.0,18.0,19.0,20.0,5.0,23.0,5.0,28.0,39.0,44.0,2.55,44.545,43.7,15.0599985,1.7,35.695004,21.38,18.535002,69.13999,74.27001
62,23.0,21.0,32.0,31.0,24.0,39.0,25.0,37.0,48.0,43.0,8.434999,14.815001,50.745003,19.165,6.96,16.689999,19.91,21.415,98.83001,8.7750025
63,0.0,29.0,20.0,20.0,11.0,13.0,5.0,22.0,24.0,45.0,0.0,51.58,37.16,31.894997,11.565001,5.9300003,1.015,19.94,49.059998,66.755
64,21.0,15.0,34.0,27.0,26.0,37.0,24.0,43.0,47.0,41.0,5.345,13.879999,57.06,12.635,5.54,22.489998,20.770002,27.305,103.18,8.9
65,6.0,5.0,17.0,10.0,8.0,11.0,0.0,10.0,41.0,25.0,2.6,1.855,7.0299997,2.61,1.675,8.665,0.0,13.915,78.715004,11.389999
66,8.0,25.0,20.0,21.0,16.0,14.0,28.0,47.0,29.0,1.0,14.355,25.75,18.865002,12.690001,20.064999,23.6,12.33,72.679985,5.8849998,0.065
67,25.0,18.0,16.0,0.0,12.0,11.0,11.0,18.0,39.0,9.0,59.844994,6.415,6.75,0.0,13.029999,6.67,7.6099997,47.695004,114.145,13.625
68,27.0,26.0,29.0,13.0,3.0,20.0,26.0,41.0,44.0,14.0,108.64,16.849997,29.435,7.8950005,0.29500002,23.474998,14.83,102.815,172.36,2.3799996
69,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.635,0.0,0.0
70,39.0,27.0,21.0,10.0,2.0,18.0,18.0,7.0,3.0,11.0,33.734997,22.154995,9.059999,0.965,0.059999995,5.4750004,2.92,0.45999998,0.45999998,3.275
71,11.0,8.0,0.0,20.0,10.0,17.0,19.0,32.0,14.0,19.0,1.5499997,0.92499995,0.0,21.664999,4.63,4.4599996,2.435,20.95,1.155,3.5
72,4.0,0.0,0.0,14.0,1.0,14.0,5.0,18.0,0.0,11.0,1.6600001,0.0,0.0,14.215001,0.08,11.099998,0.39499998,12.51,0.0,5.075
73,9.0,6.0,13.0,13.0,27.0,0.0,8.0,14.0,22.0,14.0,1.3749999,0.63,2.43,23.154999,48.72,0.0,1.345,8.200001,22.914999,8.255
74,5.0,1.0,14.0,19.0,8.0,0.0,0.0,1.0,20.0,16.0,3.0600004,0.04,4.6850004,51.53,29.264997,0.0,0.0,0.465,30.55,27.370003
75,17.0,0.0,2.0,0.0,0.0,36.0,1.0,13.0,14.0,15.0,9.465,0.0,0.69,0.0,0.0,34.850002,0.03,9.195001,6.6549997,10.769999
76,4.0,0.0,10.0,2.0,10.0,36.0,4.0,13.0,34.0,27.0,0.905,0.0,18.949999,3.35,4.7749996,30.674995,0.48,9.3,36.630005,14.685001
77,15.0,19.0,19.0,28.0,22.0,23.0,23.0,32.0,31.0,12.0,2.2599998,5.1549997,26.164997,32.79,3.8849993,38.64,15.200001,18.89,49.585,23.305
78,24.0,9.0,15.0,15.0,27.0,35.0,13.0,31.0,42.0,26.0,9.365,4.15,19.96,15.129999,6.1549997,40.145004,5.6949997,13.870001,19.234999,12.084999
79,5.0,0.0,6.0,0.0,0.0,24.0,4.0,20.0,27.0,25.0,1.025,0.0,0.83500004,0.0,0.0,20.865,2.47,9.86,14.09,11.264999
80,30.0,8.0,17.0,13.0,3.0,18.0,26.0,24.0,25.0,25.0,16.564999,3.1750002,8.809999,5.845,0.285,5.2499995,8.04,25.375,7.825,12.115
81,1.0,11.0,0.0,0.0,18.0,9.0,13.0,11.0,9.0,13.0,0.095,3.83,0.0,0.0,16.21,1.76,4.5449996,10.65,4.255,8.974999
82,15.0,8.0,24.0,15.0,0.0,5.0,7.0,0.0,9.0,27.0,6.83,2.455,18.569996,9.865,0.0,11.775,1.97,0.0,13.664999,35.154995
83,12.0,8.0,0.0,0.0,1.0,2.0,6.0,3.0,26.0,1.0,11.359999,4.535,0.0,0.0,0.16,0.45499998,1.125,2.18,28.704998,0.145
84,21.0,27.0,22.0,12.0,19.0,17.0,37.0,34.0,22.0,25.0,2.5349998,9.38,8.415,2.4450002,3.205,14.635,16.490002,13.709999,7.59,12.709999
85,15.0,12.0,5.0,11.0,1.0,22.0,31.0,10.0,26.0,25.0,4.3849998,2.1799998,0.945,7.2799997,0.02,24.025,26.399998,3.815,10.425,28.0
86,24.0,11.0,15.0,10.0,16.0,25.0,17.0,29.0,20.0,28.0,7.585001,2.985,5.595,3.295,3.35,38.075,7.425,14.254999,4.2349997,18.015
87,19.0,18.0,5.0,3.0,16.0,4.0,14.0,24.0,5.0,19.0,6.349999,11.229999,1.7149999,2.195,4.25,1.415,7.1849995,17.504997,1.925,14.245001
88,10.0,3.0,8.0,0.0,25.0,22.0,10.0,17.0,19.0,23.0,1.8600001,0.48499995,14.064999,0.0,30.085001,9.335001,4.5499997,4.349999,33.84,21.79
89,1.0,3.0,0.0,13.0,24.0,17.0,9.0,14.0,11.0,21.0,0.089999996,1.395,0.0,3.63,25.074997,14.844999,1.5849999,9.24,7.3199997,3.9099998
90,12.0,4.0,19.0,16.0,22.0,14.0,0.0,8.0,17.0,14.0,5.22,1.855,35.114998,31.015,29.73,19.909998,0.0,3.2699997,42.339996,13.889999
91,24.0,19.0,35.0,29.0,16.0,32.0,17.0,23.0,42.0,34.0,54.375,37.859993,82.68,19.660004,4.755,8.81,1.355,7.9799995,70.775,7.755
92,7.0,4.0,15.0,28.0,10.0,18.0,4.0,10.0,38.0,7.0,2.7900002,0.81500006,17.515,31.355,6.8149996,7.8200006,1.2099999,8.785,106.78999,1.4
93,12.0,18.0,30.0,21.0,38.0,21.0,3.0,10.0,40.0,22.0,3.67,14.985,32.684998,23.954998,56.324997,31.220001,1.5649998,2.4550002,62.585,5.885
94,36.0,9.0,11.0,18.0,22.0,21.0,9.0,19.0,14.0,21.0,107.67999,1.9950001,3.5500002,7.5249987,15.115,10.385001,2.12,9.754999,30.735,24.195
95,11.0,13.0,15.0,11.0,5.0,13.0,13.0,13.0,11.0,22.0,6.465,2.2499998,5.1299996,1.025,0.53999996,17.945,2.2449996,2.7749999,4.7,8.75
96,0.0,6.0,20.0,4.0,18.0,2.0,6.0,16.0,20.0,19.0,0.0,3.4899998,15.045,1.02,7.8649993,0.23499998,16.164999,11.555,57.894997,26.644999
97,8.0,20.0,17.0,12.0,10.0,5.0,16.0,13.0,3.0,5.0,5.1600003,46.454998,15.945,5.3849998,1.9449999,1.415,7.340001,6.2250004,1.1999999,1.5449998
98,17.0,12.0,10.0,5.0,16.0,13.0,3.0,5.0,14.0,16.0,15.945,5.3849998,1.9449999,1.415,7.340001,6.2250004,1.1999999,1.5449998,8.794999,13.710001
99,6.0,6.0,3.0,12.0,2.0,4.0,12.0,11.0,3.0,10.0,1.365,4.8799996,0.65,6.89,0.93999994,0.385,11.290001,5.6849995,0.6,5.7299995
100,27.0,23.0,31.0,12.0,5.0,1.0,0.0,2.0,19.0,11.0,19.559998,13.48,39.605003,10.58,0.39499998,0.114999995,0.0,0.22,9.67,4.205
101,26.0,9.0,20.0,3.0,20.0,31.0,23.0,30.0,36.0,29.0,32.25,2.58,20.639997,0.38,7.545,8.83,24.724998,21.324999,87.76999,61.77501
102,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.61,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.59499997,0.16
103,0.0,2.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,0.09,0.0,0.18,6.3600006,0.0,0.0,0.0,0.0,1.8
104,14.0,6.0,0.0,0.0,0.0,0.0,5.0,14.0,17.0,6.0,2.01,0.23999998,0.0,0.0,0.0,0.0,0.28499997,9.635,39.025,2.2150002
105,17.0,11.0,16.0,28.0,31.0,10.0,10.0,34.0,31.0,6.0,6.085,8.239999,10.779999,13.105,10.225,0.74499995,0.98999995,41.375004,7.99,0.80999994
106,23.0,6.0,3.0,17.0,31.0,18.0,23.0,9.0,13.0,14.0,71.71,2.115,0.45999998,14.575001,16.315,8.13,11.82,3.3449998,3.345,7.1800013
107,12.0,22.0,4.0,7.0,14.0,2.0,20.0,21.0,16.0,13.0,12.42,8.549999,3.005,3.1599998,18.88,0.82500005,18.765001,11.339999,4.52,17.97
108,14.0,26.0,13.0,18.0,2.0,10.0,19.0,9.0,6.0,7.0,17.045,9.86,7.59,20.865,0.39499998,6.92,12.735,6.3899994,1.5700002,8.360001
109,0.0,22.0,12.0,8.0,8.0,13.0,12.0,16.0,24.0,14.0,0.0,9.434999,10.639999,10.544999,3.415,8.94,8.794999,38.204998,72.715004,6.0049996
110,3.0,26.0,10.0,15.0,13.0,3.0,3.0,20.0,24.0,13.0,0.745,6.915,2.11,4.14,5.2,0.48000002,0.39500004,9.824999,51.509995,8.619999
111,7.0,5.0,5.0,7.0,12.0,12.0,18.0,26.0,28.0,29.0,17.615,0.7700001,0.53999996,3.5149999,1.8749998,18.48,80.46,37.285007,10.410002,27.345
112,1.0,10.0,12.0,7.0,17.0,8.0,9.0,8.0,23.0,44.0,0.06,2.7750003,4.875,23.695,15.715,2.35,3.935,1.7249999,3.9750001,38.264996
113,5.0,3.0,6.0,18.0,18.0,7.0,15.0,9.0,35.0,42.0,1.29,0.855,2.865,25.0,26.835,7.67,9.160001,7.05,53.165,125.81
114,7.0,5.0,17.0,16.0,16.0,18.0,18.0,34.0,36.0,48.0,3.2749996,0.585,56.909996,10.339999,4.6749997,6.580001,1.2199999,16.15,46.935,250.08502
115,4.0,2.0,16.0,23.0,37.0,27.0,26.0,26.0,43.0,48.0,0.20499998,0.185,23.55,28.179996,52.199997,11.02,2.4399998,13.694999,87.439995,69.69999
116,4.0,0.0,4.0,13.0,17.0,3.0,26.0,9.0,40.0,38.0,2.8,0.0,0.22999999,20.175001,8.53,0.21000001,38.32,18.064999,55.670002,84.49
117,31.0,24.0,23.0,42.0,48.0,37.0,33.0,34.0,37.0,48.0,6.154998,5.6099997,8.5,12.545,18.76,12.109999,7.2699995,4.4999995,50.909996,80.244995
118,1.0,1.0,17.0,12.0,9.0,20.0,14.0,37.0,39.0,12.0,0.08,0.085,59.675003,11.334998,2.23,13.404999,9.025,58.53,73.24,8.875
119,8.0,4.0,10.0,17.0,15.0,2.0,10.0,26.0,33.0,48.0,3.475,0.71,21.284998,29.184994,6.8599997,1.21,1.6049998,8.35,35.34,191.43498
120,8.0,8.0,6.0,18.0,9.0,11.0,11.0,26.0,44.0,46.0,1.295,4.5199995,14.09,15.645002,3.78,3.2799997,1.305,5.085,39.259995,175.99498
121,3.0,21.0,28.0,39.0,24.0,26.0,14.0,33.0,48.0,38.0,0.29999998,7.285,15.09,28.269997,8.79,2.3,4.065,80.649994,105.645004,42.025
122,0.0,3.0,6.0,27.0,1.0,5.0,15.0,35.0,43.0,42.0,0.0,9.275,27.02,87.544975,0.35,6.02,13.785,27.224998,88.194984,139.53
123,7.0,10.0,20.0,24.0,23.0,10.0,36.0,45.0,47.0,30.0,1.81,2.8700001,11.844998,19.04,6.1499996,3.09,8.649999,47.665,102.89,22.260002
124,3.0,21.0,26.0,1.0,15.0,7.0,36.0,42.0,23.0,7.0,1.395,74.380005,21.2,0.715,4.33,2.4249997,49.284996,84.45999,39.52499,1.365
125,6.0,27.0,1.0,5.0,15.0,35.0,43.0,42.0,7.0,2.0,27.02,87.544975,0.35,6.02,13.785,27.224998,88.194984,139.53,1.655,0.81500006
126,35.0,42.0,26.0,2.0,2.0,0.0,0.0,12.0,9.0,24.0,53.165,125.81,23.124996,0.08,0.295,0.0,0.0,21.93,2.635,65.035
127,43.0,48.0,25.0,15.0,0.0,4.0,0.0,13.0,32.0,36.0,87.439995,69.69999,84.424995,1.175,0.0,0.62,0.0,4.3650002,22.044998,46.12
128,41.0,45.0,25.0,9.0,3.0,0.0,0.0,12.0,17.0,16.0,104.935,62.765,124.61,1.5299997,0.16,0.0,0.0,8.609999,15.984999,28.205
129,36.0,22.0,10.0,18.0,21.0,26.0,30.0,41.0,25.0,21.0,12.304998,3.0949998,2.295,3.4699998,27.185,2.7949996,15.09,63.555,17.809998,6.8049994
130,43.0,6.0,24.0,8.0,9.0,12.0,14.0,9.0,2.0,18.0,16.765,1.6000001,3.7649999,2.4750001,3.0299997,3.455,6.1,4.99,0.28499997,41.344997
